article,article_title,date_published,main_image
"Of all the techniques I have yet used, Hydrasolve Liposuction is the gentlest. Using warmed water, it is even gentler than the Body-Jet (Aqualipo) device, and fat is removed with almost zero blood loss. This translates to less bruising and an easier recovery in my experience, particularly for higher volume liposuction patients. In addition, the temperature of the water can be adjusted as the device is used to impart more heat to the collagen. All the liposuction devices that create additional skin contraction such as Vaser, work by imparting heat energy or ultrasonic energy to the collagen, thus causing it to shrink and tighten to some degree. Of course the amount of additional shrinking and tightening is limited (probably no more than 15%). Using excessive energy can cause problems like uneven skin and a very firm and scarred type feel to the underlying tssues. Though still under clinical investigation by carefully adjusting the heat energy of Hydrasolve during the procedure, it does appear we can get some skin tightening with Hydrasolve, similar to Vaser. I believe hydra solve is the ideal form of liposuction for higher vole liposuction procedures due to it's gentle nature, and the ability to temporarily treat the area under the skin with higher water temperatures to gain additional skin retraction. Hopefully future studies will show how the contraction compares to devices like Vaser. As with all devices, skill and experience is required to obtain an optimum result, balancing skin retraction without excessive deep tissue scarring. If the amount of loose skin is excessive, then one may require a technique such as an abdominoplasty.",Benefits of Hydrasolve Liposuction,"August 22, 2014",http://www.lookandfeelbetter.com
"I have just returned from Amsterdam, where I attended the International Federation for Adipose Therapeutics and Science (IFATS) Annual Meeting. Fat transfer and the use of fat derived stem cells continue to have more and more applications. There were a number of excellent papers on already well accepted uses of fat transfer such as facial rejuvenation, breast augmentation and breast reconstruction. The long term stability of fat transfer in these areas was confirmed in numerous studies that were presented. I have just returned from the 3rd Congress of the International Society for Plastic Regenerative Surgery in Miami. There, I got to present my own paper on the Lipoflap procedure, and to listen to a whole series of excellent presentations on this exciting emerging medical technology. There was more confirmation of the benefits of fat transfer for breast augmentation and breast reconstruction, but the really exciting news was the continuing flood of evidence promoting the use of fat related stem and regenrative cells.I just returned from the 11th annual meeting of IFATS (Internation Federation for Adipose Therapeutics and Sciences) in NYC, where I presented on standardization in fat grafting.The IFATS meeting is unique in the fat grafting world as it is purposeful blend of the real science and clinical practice of fat grafting. Because of the increased emphasis on the actual  research going on in the laboratories around the world one can gain a great insight into future directions of fat grafting, emerging stem cell therapies, and regenerative medicine in general.I have just returned from Berlin where I attended the 2nd International Society for Plastic Regenerative Surgery (ISPRES) where I presented my experience using . The meeting was extremely well attended with presentations and discussions on the expanding field of fat transfer for all aspects of cosmetic and reconstructive surgery.Ever since liposuction was introduced as a body contouring procedure we have witnessed an ever increasing number of terms describing the procedure and now again we are seeing a similar explosion of terminology related to fat grafting. In the liposuction arena, we have liposuction, liposculpture, Vaser Lipo, Aqualipo (Body-Jet) and Tickle Lipo, just to name a few. Broadly speaking there are not nearly as many differences between the procedures as marketers would have you believe, they all involve removal of fat through some sort of vacuum device.",Autologous Fat Transfer,"November 21, 2014",http://www.lookandfeelbetter.com
"I have just returned from the 3rd Congress of the International Society for Plastic Regenerative Surgery in Miami. There, I got to present my own paper on the Lipoflap procedure, and to listen to a whole series of excellent presentations on this exciting emerging medical technology. There was more confirmation of the benefits of fat transfer for breast augmentation and breast reconstruction, but the really exciting news was the continuing flood of evidence promoting the use of fat related stem and regenrative cells. Some of the potential and exciting uses of fat and fat related stem and regenerative cells presented at ISPRES include:I have recently had experience with treating a young girl with crippling scleroderma, a degenerative autoimmune disease, with very encouraging results. Like the previous two congresses in Berlin and Rome, I have returned with renewed excitement about this amazing developing medical technology, that uses the individual's own fat for reconstruction and regeneration.",The exciting future for fat; ISPRES 2014,"September 15, 2014",http://www.lookandfeelbetter.com
"I just returned from the 11th annual meeting of IFATS (Internation Federation for Adipose Therapeutics and Sciences) in NYC, where I presented on standardization in fat grafting.The IFATS meeting is unique in the fat grafting world as it is purposeful blend of the real science and clinical practice of fat grafting. Because of the increased emphasis on the actual  research going on in the laboratories around the world one can gain a great insight into future directions of fat grafting, emerging stem cell therapies, and regenerative medicine in general. Some of these therapies may be years down the road, others not so far off, and yet others I can already begin to incorporate into my practice today.","Facial, Skin and Breast Innovations using Fat Transfer","November 24, 2013",http://www.lookandfeelbetter.com
"As plastic surgery procedures go, an abdominoplasty or tummy tuck is one of the bigger procedures that we perform. The two most common things that concern patients is the more extended recovery involved with a tummy tuck as well as the fact that traditionally tummy tucks require the placement of drains to remove any excess fluid that can accumulate in the area between the muscle surface and the skin.",TissueGlu®,"April 4, 2016",http://www.lookandfeelbetter.com
"Now you can bank your skin rejuvenation treatments for life. With the latest advancements in fat transfer and skin rejuvenation, it is now possible to use your own fat as the source of your own facial and skin rejuvenation. As the experts in fat transfer technology, we at the Bougainvillea Clinique have developed a unique approach to the use of your own fat, not available anywhere else.  is yet another development in the use of your own natural fat to improve the appearance and health of your skin, on the face, neck and decolletage area. For that matter Nanofat Skin Rejuvenation Therapy can be used anywhere in the body, including the hands and to help improve the appearance of scars and stretchmarks. Nanofat Skin Rejuvenation Therapy involves injecting a thin smooth almost liquid layer of your own fat directly under the skin, to take advantage of the regenerative effects of your own adipose derived stem and regenerative cells. There is increasing scientific and clinical evidence to support this theory of the rejuvenative and healing effects of your own fat.The Bougainvillea Clinique is also the only plastic surgery facility in the United States with direct access to our own , an FDA registered tissue bank dedicated to storing your own fat for any future use. Now it is possible after routine liposuction to store your own fat for future use for facial rejuvenation and even procedures like . So fat can either be gently harvested under local anesthesia for the Nanofat and traditional fat tranfer procedures, or harvested in larger amounts under sedation or general anaesthetic if preferred, and stored indefinitely for future use.For more information, call or  us today.",Take your Skin Rejuvenation to the Bank,"December 1, 2013",http://www.lookandfeelbetter.com
", Allergan is giving DOUBLE POINTS for Brilliant Distinctions member purchases from July 14, 2014 through August 28, 2014. Double points earned during this special promotion can help you save up to an extra $100 off your next purchase of Botox Cosmetic, Juvederm Ultra / Ultra Plus, Voluma, Latisse and Rejuvanize and Vitalize Peels. When Brilliant Distinctions members make a qualifying purchase, they will receive DOUBLE POINTS when The BVC issues points between July 14, 2014 and August 28, 2014. Brilliant Distinctions is Allergan’s reward program. Enrolling in Brilliant Distinctions is free. Each time you purchase any Allergan product, you’ll earn points. Then redeem your points for great savings on your next purchase.As a Brilliant Distinctions member, when you purchase a qualifying Allergan product or service at The BVC, we will issue 200 Brilliant Distinctions points for your treatment. For points issued from July 14, 2014 to August 28, 2014, Brilliant Distinctions will double your points. Every 10 points gives you a $1 in savings. With double Brilliant Distinctions points, , which means a savings of $40 off of your next Allergan treatment.  TO SCHEDULE YOUR NEXT APPOINTMENT TO EARN YOUR DOUBLE POINTS, EMAIL  OR CALL (407) 678-3116  ",BRILLIANT DISTINCTIONS offering DOUBLE POINTS NOW thru AUGUST 28TH,"July 14, 2014",http://www.lookandfeelbetter.com
"As plastic surgery procedures go, an abdominoplasty or tummy tuck is one of the bigger procedures that we perform. The two most common things that concern patients is the more extended recovery involved with a tummy tuck as well as the fact that traditionally tummy tucks require the placement of drains to remove any excess fluid that can accumulate in the area between the muscle surface and the skin.Over the last two years I have adopted two major modifications to the way I perform abdominoplasty, that have made a major difference in recovery for my patients.",Exparel®,"April 4, 2016",http://www.lookandfeelbetter.com
"As plastic surgery procedures go, an abdominoplasty or tummy tuck is one of the bigger procedures that we perform. The two most common things that concern patients is the more extended recovery involved with a tummy tuck as well as the fact that traditionally tummy tucks require the placement of drains to remove any excess fluid that can accumulate in the area between the muscle surface and the skin.Over the last two years I have adopted two major modifications to the way I perform abdominoplasty, that have made a major difference in recovery for my patients.",tummy tuck,"April 4, 2016",http://www.lookandfeelbetter.com
"As plastic surgery procedures go, an abdominoplasty or tummy tuck is one of the bigger procedures that we perform. The two most common things that concern patients is the more extended recovery involved with a tummy tuck as well as the fact that traditionally tummy tucks require the placement of drains to remove any excess fluid that can accumulate in the area between the muscle surface and the skin.Over the last two years I have adopted two major modifications to the way I perform abdominoplasty, that have made a major difference in recovery for my patients.Different doctors and practices will have their own approach to what a patient should weigh and/or body mass index be prior to surgery. There are no strict hard fast rules but for optimal results weight should be stable. Liposuction and abdominoplasty should never be viewed as weight loss procedures. While the two have very different goals and provide wonderful results it doesn’t mean the scale will move drastically.",abdominoplasty,"April 4, 2016",http://www.lookandfeelbetter.com
"In the last 5-10 years, there has been a lot of hype about Stem Cell Therapy to treat all sorts of medical conditions. Unfortunately true Stem Cell Therapy is not yet practical for many reasons. In my own personal opinion the word Stem Cell is used excessively by many doctors and clinics to try to sell miracle medical procedures to the uninformed and unsuspecting potential patient. As has always been my philosophy it is very important to explain exactly how treatments work, what they mean, and to try to cut through the hype and create reasonable expectations.",PRP,"June 18, 2016",http://www.lookandfeelbetter.com
"Every year our surgical facility undergoes an inspection by the Agency for Health Care Administration (AHCA) to ensure that we comply with literally thousands of regulations pertaining to the facility itself and patient safety. The Ambulatory Surgery Center of Winter Park, adjacent to the Bougainvillea Clinique, is unique for plastic surgery facilities in the Orlando area.",Agency for Health Care Administration,"April 4, 2016",http://www.lookandfeelbetter.com
"Every year our surgical facility undergoes an inspection by the Agency for Health Care Administration (AHCA) to ensure that we comply with literally thousands of regulations pertaining to the facility itself and patient safety. The Ambulatory Surgery Center of Winter Park, adjacent to the Bougainvillea Clinique, is unique for plastic surgery facilities in the Orlando area.",AHCA,"April 4, 2016",http://www.lookandfeelbetter.com
"Every year our surgical facility undergoes an inspection by the Agency for Health Care Administration (AHCA) to ensure that we comply with literally thousands of regulations pertaining to the facility itself and patient safety. The Ambulatory Surgery Center of Winter Park, adjacent to the Bougainvillea Clinique, is unique for plastic surgery facilities in the Orlando area.",Ambulatory Surgery Center of Winter Park,"April 4, 2016",http://www.lookandfeelbetter.com
"In the last 5-10 years, there has been a lot of hype about Stem Cell Therapy to treat all sorts of medical conditions. Unfortunately true Stem Cell Therapy is not yet practical for many reasons. In my own personal opinion the word Stem Cell is used excessively by many doctors and clinics to try to sell miracle medical procedures to the uninformed and unsuspecting potential patient. As has always been my philosophy it is very important to explain exactly how treatments work, what they mean, and to try to cut through the hype and create reasonable expectations.",Regenerative Plastic Surgery,"June 18, 2016",http://www.lookandfeelbetter.com
"In the last 5-10 years, there has been a lot of hype about Stem Cell Therapy to treat all sorts of medical conditions. Unfortunately true Stem Cell Therapy is not yet practical for many reasons. In my own personal opinion the word Stem Cell is used excessively by many doctors and clinics to try to sell miracle medical procedures to the uninformed and unsuspecting potential patient. As has always been my philosophy it is very important to explain exactly how treatments work, what they mean, and to try to cut through the hype and create reasonable expectations.",Platelet Rich Plasma,"June 18, 2016",http://www.lookandfeelbetter.com
"In the last 5-10 years, there has been a lot of hype about Stem Cell Therapy to treat all sorts of medical conditions. Unfortunately true Stem Cell Therapy is not yet practical for many reasons. In my own personal opinion the word Stem Cell is used excessively by many doctors and clinics to try to sell miracle medical procedures to the uninformed and unsuspecting potential patient. As has always been my philosophy it is very important to explain exactly how treatments work, what they mean, and to try to cut through the hype and create reasonable expectations.Now you can bank your skin rejuvenation treatments for life. With the latest advancements in fat transfer and skin rejuvenation, it is now possible to use your own fat as the source of your own facial and skin rejuvenation. As the experts in fat transfer technology, we at the Bougainvillea Clinique have developed a unique approach to the use of your own fat, not available anywhere else. ",Adipose Stem and Regenerative Cells,"June 18, 2016",http://www.lookandfeelbetter.com
"In the last 5-10 years, there has been a lot of hype about Stem Cell Therapy to treat all sorts of medical conditions. Unfortunately true Stem Cell Therapy is not yet practical for many reasons. In my own personal opinion the word Stem Cell is used excessively by many doctors and clinics to try to sell miracle medical procedures to the uninformed and unsuspecting potential patient. As has always been my philosophy it is very important to explain exactly how treatments work, what they mean, and to try to cut through the hype and create reasonable expectations.",Stem Cells,"June 18, 2016",http://www.lookandfeelbetter.com
" provides revolutionary technology for non-surgical body contouring and skin tightening for the face, neck, abdomen, arms,",VENUS LEGACY now at The BVC,"September 18, 2014",http://www.lookandfeelbetter.com
"Traditional  involved incisions wherever the fat needed to removed and then the suctioning of fat using a cannula. These procedures often required large incisions and significant bleeding and recovery afterward. As time has progressed, several new liposuction options have been created in order to make the procedure less invasive and more efficient.Our Orlando plastic surgeon, Dr. Jeffery Hartog, utilizes the  for liposuction because of the incredible results and minimal downtime for patients. HydraSolve™ works without having to cut the fat out of the body. A small incision is made and a gentle cannula is inserted that uses a heated spray of water to liquefy fatty tissues and suction them out for removal.The benefits of HydraSolve™ for liposuction are:The Bougainvillea Clinique was the first HydraSolve™ National Training Center making our  the top in the knowledge of and use of the HydraSolve™ system. If you're interested in learning more about our fat removal options or the use of HydraSolve™ in conjunction with breast reconstruction, please  today. Or, to schedule a consultation, please call .",Why We Use HydraSolve™ For Liposuction,"October 7, 2014",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/UsedonLipobodycontouringadsandbillboard_zps8613d67c_0.JPG
"A lipobank may sound like something from the future, but is exactly what it sounds like - a place to store fat from . There are several reasons for storing your own fat and the uses continue to grow. Our Orlando plastic surgery office, The Bougainvillea Clinique, is the first FDA-registered office that has a  mini bank.After removing fat cells using liposuction, our Winter Park plastic surgeon can use our lipobank to cryopreserve them. We can freeze the fat cells and use them at a later date. You may want to use your stored fat cells for the following:Using your own fat for these procedures means that your body is significantly less likely to reject the procedure. It's your tissue; it's just being moved from one place to another. In addition to the ability of using your fat for these procedures, storing your fat also means storing adult stem and regenerative cells (ADRC's) which can be used in . They are also being studied for uses in everything from diabetes to arthritis.Our Winter Park plastic surgery center offers lipobanking in order to maximize our patients' treatment options and comfort. We have the experience you need in all types of plastic surgery procedures and would love to speak with you if you're ready for a consultation. Please  today or call .",What is Liquid Gold® LipoBanking?,"October 15, 2014",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/shutterstock_33367627_zpsa60a8369-350x440.JPG
,Fat derived stem cells promote skin rejuvenation,"September 19, 2014",http://www.lookandfeelbetter.com
,OBAGI NUDERM = HEALTHY SKIN!,"October 14, 2014",http://www.lookandfeelbetter.com
"Drainless abdominoplasty is accomplished by meticulous technique wih minimal blood loss, and the use of quilting sutures to close the space between the abdominal skin and the underlying muscle. This allows us to forego the use of suction drains in most cases. These deep quilting stitches also help keep the tension off the incision to help with healing and improving scars.Another major improvement for our patients post-operative recovery and discomfort was the introduction of Exparel® (liposomal bupivacaine). Until recently, the longest acting local anaesthetic was Marcaine® or just regular bupivacaine. We have routinely used this anaesthetic for  many years, injecting it into the fascia or layer covering the abdominal muscles, to provide pain relief for 7-10 hours after surgery. Now with Exparel® patients can expect 3-4 days of significant pain relief after abdominoplasty. We have found that Exparel® greatly improves the recovery of our patients and the speed with which they are up and around, with far less need for stronger pain medications. for more information about drainless techniques and Exparel® long acting pain relief after abdominoplasty,   ",Advances in Abdominoplasty procedures,"October 28, 2014",http://www.lookandfeelbetter.com
"The American Academy of Dermatology (AAD) celebrates National Healthy Skin Month during November. This year, our team at The Bougainvillea Clinique is exciting to join in the celebration by reminding all of you to protect your skin to keep it healthy and radiant.During this month, this AAD encourages everyone to remember some key ways to maintain beautiful skin. Some of these keys include:Our Orlando plastic surgeon, Dr. Jeffrey M. Hartog, offers a variety of  if you believe your skin is already in need of some additional care. We can help remove sunspots, tighten your skin with BOTOX® Cosmetic or other , and offer several treatments for the exfoliation and brightening of your skin.If you’re interested in scheduling an appointment to improve or simply maintain your beautiful skin, please  today. We proudly serve patients in Orlando, Winter Park, and all of Central Florida. Please call us today at .",November is National Healthy Skin Month,"November 4, 2014",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/Usedinadpreviously_zpsda5f7078_0.JPG
"I have just returned from Amsterdam, where I attended the International Federation for Adipose Therapeutics and Science (IFATS) Annual Meeting. Fat transfer and the use of fat derived stem cells continue to have more and more applications. There were a number of excellent papers on already well accepted uses of fat transfer such as facial rejuvenation, breast augmentation and breast reconstruction. The long term stability of fat transfer in these areas was confirmed in numerous studies that were presented. There were also a number of papers on exciting new developments using fat and adipose derived stem cells (ADSC's), including the treatment of scleroderma, burn wounds and even hair restoration. Fat and ADSC's are now being incorporated into various porous structures using 3-D printing techniques to rebuild tissues such as bone and functional organs such as the pancreas. The possibilities of regenerative medicine and surgery using fat and ADSC's are really excitin for those of us involved in this new and expanding medical sppecialty.",What's new in Fat Grafting,"November 21, 2014",http://www.lookandfeelbetter.com
"If you’re consistently looking in the mirror and wondering how those wrinkles seemed to appear so suddenly, you may be interested in rejuvenating your face. Fine lines, wrinkles, age spots, scars, and other blemishes can make your face appear old and, even unhealthy. Through the use of laser resurfacing, our Orlando plastic surgeon Dr. Jeffrey Hartog, can help restore your face’s healthy and youthful look. can be done in a variety of ways, but all of them help to remove fine lines and wrinkles, scars, and other blemishes. The results are immediate and are long-lasting because the use of the lasers helps to stimulate new skin growth and collagen production. At The Bougainvillea Clinique, we offer the following types of laser skin resurfacing procedures:Chemical peels are performed in order to cause the facial skin to generate new skin cells and the collagen underneath them. Collagen helps give your face a plump and youthful look and also fills in fine lines and wrinkles. Our chemical peels can be light, medium, or deep, depending on the depth of your wrinkles and the amount of scarring or sun damage your face has.Micdrodermabrasion is a noninvasive, mostly painless procedure that can enliven your skin’s vitality by stimulating new growth. It can be done to eliminate wrinkles, fine lines, and sun spots. A DermaPeel helps to stimulate new skin and requires barely any down time. In fact, most people can go right back to work after the procedure.If you’re interested in rejuvenating your facial appearance, please  today to schedule your appointment. We happily serve patients in Orlando, Winter Park, and all of Central Florida. Call us today at .",Want to Rejuvenate Your Face Through Laser Skin Resurfacing?,"December 8, 2014",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/shutterstock_73168360_zps46c653b3-350x350.JPG
"The American Society for Aesthetic Plastic Surgery reports that breast implant sizes can be compared to fruit. This creates an easier way for women to understand the cup size they want to choose when deciding to get breast implants. According to the society, breast implant cup sizes can be thought of in this way:So, if you’re considering breast implant surgery, you also want to consider how large you would like your cup size to be. If you’re in the Orlando area, schedule a consultation with our plastic surgeon, Dr. Jeffrey Hartog today for help in determining the size of your breast implants. Dr. Hartog will ensure that you will be happy with the size, shape, and overall appearance of your breasts after implant surgery.At The Bougainvillea Clinique, we even offer  through the use of lipofilling. In this procedure, we use fat from elsewhere in your body and implant it into your breasts. This creates a more realistic look and feel, but is also safer that using implants because we are using fat from  body. Your body won’t have to adjust to a foreign object being implanted in it, which can cause more swelling and, in rare cases, rejection of the implants altogether.If you’re ready to schedule a breast implant consultation and determine which size cup would be right for you, please  today. Call us at .","Lemons, Oranges, Grapefruit, Cantaloupe? Which Size Breast Implant is For You?","December 15, 2014",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/iStock_000012686375XSmall_zps8b1b1435-350x232.JPG
"The single most important component of any breast implant operation, whether for cosmetic breast augmentation or breast reconstruction, is ensuring that there is good soft tissue coverage over the implant. Most of the complications relating to breast implants are directly related to the quality and thickness of the soft tissue over the implants.Complications include poor shape, assymetry, hardening or capsular contracture, pain, rippling and even tissue deformity and breakdown in some cases.Inadequate thickness and poor quality of soft tissue over implants is seen when cosmetics breast implants are placed in very slim individuals, and in reconstruction after breast cancer when women have the expander-implant type of reconstruction performed.A simple and straightforward way to improve the thickness and quality of the soft tissue over implants is to use fat transfer to thicken and improve the quality of the tissues over implants.This procedure, known as the Lipoflap procedure, involves using your own fat removed with gentle liposuction, which is then injected using micrografting techniques into the tissues over the implants. This essentially scarless procedure creates thicker, softer, more natural feeling tissue over the implants.Depending on the amount of thickness and improvement required, the procedure may be repeated at two to three month intervals, but all patients will begin to see improvement after even one procedure.Unfortunately many women, especially breast reconstruction patients, are not informed of this procedure, and they are often forced to live with poorly shaped breasts, that feel hard and unnatural, and may even be uncomfortable or painful.There are also many cosmetic breast augmentation patients who have had repeated complications, particularly capsular cotracture, with worsening deformities of the breasts with each complication. The lipoflap procedure is often the only procedure that can salvage some of these problems for these unfortunate individuals.If you or someone you know has problems with breast implants, ",Fixing breast implant complications with fat transfer,"February 8, 2015",http://www.lookandfeelbetter.com
"The results are in! The American Society of Plastic Surgeons (ASPS) has released their statistics from 2014! Now, we can take a look at the most popular plastic surgery procedures, trends, and more.According the ASPS, there were 15.6 million cosmetic procedures performed during 2014, which includes surgical procedures and minimally-invasive options. The figure does not include reconstructive surgeries, which went up 1% from 2013 to 2014. There was, however, a 3% jump in cosmetic procedures and minimally-invasive procedures from 2013.The ASPS showed that these were the top five cosmetic minimally-invasive or surgical procedures in 2014:In addition to those non-invasive or minimally-invasive procedures, the top five surgical procedures were the following:Our Orlando plastic surgeon at The Bougainvillea Clinique is proud to offer all of the above procedures and more. We strive to give our clients the best possible care and to ensure that we go above and beyond in researching and perfecting new procedures. If you're looking for plastic surgery in Orlando, Florida, please contact us today by calling .",What Were the Most Popular Plastic Surgery Procedures of 2014,"March 9, 2015",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/shutterstock_1880130_zps111a78a8-325x465.JPG
"Over the last two years I have adopted two major modifications to the way I perform abdominoplasty, that have made a major difference in recovery for my patients.The first and most important change which has transformed the recovery experience for my patients is the use of the ultra long-acting local anaesthetic, Exparel®. Exparel® is a specially formulated slow release version of an old long acting local anaesthetic called Marcaine® or bupivacaine. Whereas Marcaine® could be expected to last 6-8 hours, Exparel® has been shown to have an effect for up to 96 hours or 4 days. I have found using Exparel® injected diffusely into the whole area of the incision and the muscle wall to significantly reduce or even completely eliminate the need for narcotic pain medications. This technique I have also found to be far more effective than some of the nerve blocks recommended by some surgeons. The second change has been the incorporation of a quilting suture technique when closing the abdominoplasy. These sutures keep the abdominal skin tightly bound to the abdominal muscle wall, and eliminates the need for drains, something that patients used to hate. Using these quilting sutures spreads the tension on the abdominal skin over a large area and takes most of the tension off of the actual incision area. This also results in much less pain, fewer wound healing problems, and better scars in the long term.By combining these two modifications to my technique, I have found that patients can be up and about almost immediately, with much less need for narcotic pain medications and a much more rapid uneventful recovery. It is not uncommon for my abdominoplasty patients to return at their one week visit reporting that they only took one or two of their stronger narcotic pain medications. This means more rapid recovery, with fewer side effects like nausea and constipation. Patients can also shower within 24 hours, and no longer have to worry about the nuisance and discomfort of a drain. • Although not completely pain-free, the improvement for my patients considering the type of procedure, is remarkeable.For more information on this procedure, our office today.",Drainless and Painless* Abdominoplasty,"February 2, 2015",http://www.lookandfeelbetter.com
"Oftentimes, when a woman has breast cancer, the safest way to reduce the risk of repeat breast cancer is to remove the breasts in a mastectomy procedure. While this can save you from getting cancer again, it also may leave you feeling like you’re not yourself. In fact, you may feel like you’re not all there because your breasts are gone.Our Winter Park, Florida breast reconstruction surgeon, Dr. Jeffrey Hartog, was recently featured in  for his forward-thinking approach to . Not only does our plastic surgeon perform breast reconstructions to restore our patients’ breasts, but he also utilizes new technology that makes breast reconstruction safer and simpler.Rather than simply giving our patients a  to restore their missing breast tissue, Dr. Hartog removes fat from elsewhere in your body using . Then, these fat cells are cleansed and purified and the best cells are chosen to be used as your new breast tissue.The cleansed fat cells are placed in your breast area to serve as your new breasts. This saves your body from having to adjust to implants which can be viewed by the body as a foreign object. It also allows you to lose fat from one of your troublesome areas while also regaining the confidence that comes from having voluptuous, fully-formed breasts. This type of  is the safest and most efficient method for women to have their breasts reconstructed after cancer.To read more about this scarless breast reconstruction procedure, please read the article .To schedule a consultation with our Orlando plastic surgeon, please call us today at .","Our Winter Park, Florida Plastic Surgeon is Featured on Orlando Medical News with Information about Breast Reconstruction","March 16, 2015",http://www.lookandfeelbetter.com
"You may have excess areas of fat that you've tried to be rid of, but, no matter what, they just seem to remain. If this is the case, there are a multitude of options including laser liposuction done by our Orlando plastic surgeon.Unlike traditional  which involves an incision and the removal of fat through a small vacuum, known as a cannula, laser liposuction involves the use of a laser to help prepare the fat to be removed.Our Orlando plastic surgeon, Dr. Jeffrey Hartog, offers several laser liposuction options including the following:With the advancements that laser liposuction offers, our plastic surgeon can give you a more personalized and efficient liposuction experience. We also offer  which is an FDA-approved method for smoothing away cellulite. We recommend this procedure after anyone has liposuction for the best possible results.If you're interested in discussing your options for laser liposuction from our Florida plastic surgeon, please contact The Bougainvillea Clinique today. We can schedule a consultation to determine what would be best for you. Call us today at .","What is Laser Liposuction? - Orlando, FL Plastic Surgeon","March 18, 2015",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/shutterstock_15820117_zps0604f7ce-350x233.JPG
"Excess body hair can become such a pain! You're always shaving, waxing, and trimming, but it never seems like you get ahead of it. If you're sick of dealing with body hair,  may be the ideal solution for you.At The Bougainvillea Clinique, our Orlando plastic surgeon, , can perform laser hair removal to rid you of your unwanted hair.In order to eliminate hair using a laser, the laser is aimed into the treated area. Your hair follicles have more pigmentation in them than your skin does, so they absorb the laser energy and your skin does not. This is how your skin does not get damaged in the way that your hair follicles will become. By damaging the hair follicles, they will die and the hair will fall out and stop growing.Laser hair removal at our Orlando plastic surgery office can be performed on nearly any part of your body including the following:If you're interested in being rid of that pesky hair, please contact The Bougainvillea Clinique today. Our team can set up your consultation and help you decide if laser hair treatments are for you. Call us today at .",Are You Ready for Laser Hair Removal? - Orlando Plastic Surgery,"March 26, 2015",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/shutterstock_1865364_zpsf6ab98af-250x526.JPG
"The month of April is recognized as National Facial Protection Month by the American Association of Oral and Maxillofacial Surgeons (AAOMS). During this month, they encourage safety precautions to protect your teeth and jaw whenever playing sports and also encourage the proper care of your skin.Protecting your skin from the sun is imperative to have healthy and young-looking skin. The sun’s UV rays can damage your skin’s natural youthful look and make you appear more wrinkled, weathered, and older than you truly are. Check out this video that demonstrates how your skin is susceptible to the sun’s UV rays and then how your skin is protected once you put on sunscreen. At The Bougainvillea Clinique, our Winter park, Florida plastic surgeon wishes to remind you to put on sunscreen every single day. We offer a variety of  that can help protect your skin or renew your skin if it is already damaged. Also, if you feel that your skin has become damaged by the sun and isn’t reparable using products, we offer . Using our laser technology, we can repair sun spots, acne scars, and even stretch marks. The process is painless and will leave your skin with a youthful and refreshed look.During this month, our Florida plastic surgeon hopes you will remember to put on sunscreen, even if the sunscreen is mixed in with your moisturizer or makeup. If you need a consultation about skin care or about skin resurfacing services, please contact us today by calling .",See How the Sun Sees Your Skin During Facial Protection Month,"April 23, 2015",http://www.lookandfeelbetter.com
"You’re interested in  but are trying to determine which option is the best for you, right? Tons of our patients came to the conclusion that they are in need of assistance to remove excess fat from their bodies, but they’re never quite sure which type of surgery to choose. There is traditional, tumescent liposuction, in which an incision is made and a small vacuum-like tool, called a cannula, is used to suck the fat cells out of your problem areas. There are also several variations upon traditional liposuction, including  where a device is utilized to help control the removal of fat cells, making the procedure more precise and less-invasive.However, what if you’re not interested in invasive, surgical liposuction and you want to try something else? The good news is that our Winter Park plastic surgeon offers laser liposuction in the form of . SmartLipo™ is a far-less invasive surgery that involves laser energy being directed into the areas you’d like to lose excess fat from. This laser energy heats the fat cells and emulsifies them so that they can be easily removed by our plastic surgeon, .The benefits of SmartLipo™ include the following:If you’re ready to discuss SmartLipo™ or any other type of liposuction procedure, please contact The Bougainvillea Clinique today. Our plastic surgeon will take the time to determine which option would be the safest and most-effective for your body type. Dr. Hartog has decades of experience and really takes the time to get to know his patients and understand your needs. You can place your trust in him and his artistic eye. Contact us today by calling .",What is Laser Liposuction?,"May 21, 2015",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/shutterstock_33367627_zpsa60a8369_2-300x377.JPG
